,t,rotorPhi,pendulumPhi
64,0.525968074798584,-1.5695756236694418,-5.587497208707791
65,0.5419650077819822,-1.5695756236694418,-5.500461075854819
66,0.5579640865325928,-1.5689652721067144,-5.370822403919564
67,0.573944091796875,-1.5695756236694418,-5.198703263214303
68,0.5899090766906738,-1.5698197642944418,-4.982028458425848
69,0.6059141159057617,-1.5679887096062597,-4.715060684863974
70,0.620913028717041,-1.5657914439801228,-4.420871231602095
71,0.6368510723114016,-1.564814881479668,-4.061984512684976
72,0.6519069671630859,-1.564814881479668,-3.6900362703242173
73,0.667910099029541,-1.5664017955430776,-3.27084681700413
74,0.6838860511779785,-1.568599061168987,-2.845205457864619
75,0.6998939514160154,-1.5720170299205787,-2.43590369986158
76,0.7159059047698975,-1.576533631485125,-2.066641004376958
77,0.7308950424194336,-1.5817826549251262,-1.7672025276750778
78,0.7469079494476318,-1.5853226939892178,-1.5013333869263867
79,0.7628951072692871,-1.584346131488763,-1.290517957140661
80,0.7788879871368406,-1.580195740861944,-1.131338269566537
81,0.7949070930480957,-1.5783646861735345,-1.0208646367026515
82,0.8108899593353271,-1.580195740861944,-0.9518949101080914
83,0.825890064239502,-1.5809281627371714,-0.928457410097177
84,0.8418900966644287,-1.5795853892989893,-0.9445706913544529
85,0.8578851222991943,-1.5783646861735345,-1.001333386693556
86,0.8738799095153809,-1.5783646861735345,-1.1002103398644856
87,0.8899090290069582,-1.5783646861735345,-1.2436429571188332
88,0.9058840274810791,-1.5795853892989893,-1.4370023322088734
89,0.9218809604644775,-1.580561951799444,-1.6805326057598329
90,0.9378631114959717,-1.5809281627371714,-1.977285535585576
91,0.953881025314331,-1.5811723033623988,-2.3255521373101935
92,0.9698810577392578,-1.5821488658628535,-2.7109281140520913
93,0.9858620166778562,-1.5811723033623988,-3.114370497052402
94,1.0018599033355713,-1.5779984752358072,-3.51474330149259
95,1.017890930175781,-1.5755570689846703,-3.894381973544487
96,1.0329010486602783,-1.5739701549214882,-4.216159317444326
97,1.048901081085205,-1.5729935924210334,-4.515597794146206
98,1.0649020671844482,-1.5736039439837608,-4.762301895823531
99,1.0808970928192139,-1.5751908580471703,-4.9548067787258425
100,1.0968999862670898,-1.5767777721103524,-5.094333145978145
101,1.1129000186920166,-1.5779984752358072,-5.182223771019071
102,1.1278929710388184,-1.5783646861735345,-5.21786830228567
103,1.1439080238342285,-1.5777543346108072,-5.209811661657032
104,1.1599071025848389,-1.5767777721103524,-5.152682755380428
105,1.175903081893921,-1.5771439830480798,-5.045993302205634
106,1.1919200420379639,-1.5767777721103524,-4.887301895881738
107,1.2078759670257566,-1.574946717421943,-4.679416153597603
108,1.2239389419555664,-1.5745805064842155,-4.420138809726641
109,1.2388811111450195,-1.5745805064842155,-4.135592911156809
110,1.2548840045928955,-1.5739701549214882,-3.790866348496282
111,1.2708830833435059,-1.5736039439837608,-3.414279434258251
112,1.2868781089782715,-1.574946717421943,-3.026968153261702
113,1.3028790950775146,-1.5783646861735345,-2.64806190308526
114,1.3188819885253906,-1.5809281627371714,-2.294057996670414
115,1.3338820934295654,-1.5815385142998988,-2.00072303559649
116,1.3498859405517578,-1.580561951799444,-1.7387601448493903
117,1.3658831119537351,-1.5783646861735345,-1.530141980689802
118,1.3818819522857666,-1.5767777721103524,-1.3782865118690888
119,1.3978819847106936,-1.5779984752358072,-1.2778226446347496
120,1.4138820171356201,-1.5779984752358072,-1.2287503789867846
121,1.4298760890960696,-1.5773881236730798,-1.2302152227376943
122,1.4458789825439455,-1.5777543346108072,-1.279287488385432
123,1.461869955062866,-1.5771439830480798,-1.378652722806816
124,1.4778699874877927,-1.5777543346108072,-1.5281888556888923
125,1.493873119354248,-1.578975037736262,-1.7299710823452976
126,1.5098719596862789,-1.5793412486739893,-1.983877332463532
127,1.525856971740723,-1.5793412486739893,-2.287222059167231
128,1.5419080257415771,-1.5795853892989893,-2.631948621827757
129,1.557852029800415,-1.5793412486739893,-2.9997464735616965
130,1.5738561153411865,-1.5783646861735345,-3.370578262363016
131,1.5898559093475342,-1.5758012096098977,-3.7264132234662712
132,1.6068100929260254,-1.5729935924210334,-4.070041153313841
133,1.6228210926055913,-1.571162537732624,-4.348117325318218
134,1.6378140449523921,-1.5714066783578513,-4.565524551981898
135,1.6528050899505615,-1.5733598033587608,-4.7354464270610235
136,1.668823003768921,-1.5751908580471703,-4.864230606808551
137,1.6848170757293701,-1.5751908580471703,-4.939059708405839
138,1.7008271217346191,-1.5742142955467155,-4.958224747477206
139,1.7168219089508057,-1.5742142955467155,-4.9263643958999275
140,1.732824087142944,-1.5755570689846703,-4.838229630234
141,1.748826026916504,-1.576167420547625,-4.698214981731245
142,1.7648119926452641,-1.5755570689846703,-4.505710098829158
143,1.7808070182800293,-1.5739701549214882,-4.262912247153426
144,1.7968060970306396,-1.572749451795806,-3.974215957956548
145,1.8128111362457275,-1.5733598033587608,-3.6508516999935274
146,1.8288049697875977,-1.5742142955467155,-3.3030733795191374
147,1.844798088073731,-1.5758012096098977,-2.9453031141612307
148,1.860800981521607,-1.5771439830480798,-2.6000882702504775
149,1.8768010139465332,-1.5779984752358072,-2.2836820201031394
150,1.89280104637146,-1.5783646861735345,-2.0098783090380827
151,1.9088060855865479,-1.5779984752358072,-1.787832410497355
152,1.924799919128418,-1.5771439830480798,-1.6198636604191385
153,1.9407989978790283,-1.576533631485125,-1.5067044806788878
154,1.9568021297454834,-1.576533631485125,-1.4481107306516032
155,1.9727990627288818,-1.5758012096098977,-1.4407865118981924
156,1.9887969493865967,-1.5758012096098977,-1.4868070197320655
157,2.00479793548584,-1.5767777721103524,-1.5842191291523129
158,2.0217950344085693,-1.5779984752358072,-1.7448636604773462
159,2.0367910861968994,-1.5793412486739893,-1.935537488691022
160,2.052793025970459,-1.5783646861735345,-2.186269910682892
161,2.0697760581970215,-1.5783646861735345,-2.501577528017048
162,2.085784912109375,-1.578730897111262,-2.830557020357798
163,2.101771116256714,-1.5783646861735345,-3.1727022857084277
164,2.1177799701690674,-1.5779984752358072,-3.5097384186778164
165,2.1337759494781494,-1.574946717421943,-3.823825332886517
166,2.149775981903076,-1.572749451795806,-4.1030001377040755
167,2.165781021118164,-1.5729935924210334,-4.338839981563898
168,2.1817760467529297,-1.5742142955467155,-4.525241348838253
169,2.19777512550354,-1.5755570689846703,-4.659030411400554
170,2.213771104812622,-1.5758012096098977,-4.736545059873979
171,2.229778051376343,-1.576167420547625,-4.759616348947393
172,2.2457780838012695,-1.574946717421943,-4.72690150518216
173,2.261778116226196,-1.5742142955467155,-4.641818497329868
174,2.2777819633483887,-1.5745805064842155,-4.5026583410152945
175,2.2937760353088383,-1.5745805064842155,-4.3139376378023
176,2.309761047363281,-1.5736039439837608,-4.074679825190887
177,2.32577896118164,-1.5717728892953513,-3.7973360750617395
178,2.3417761325836177,-1.5705521861698966,-3.4875216217923573
179,2.357759952545166,-1.5717728892953513,-3.1650118560172906
180,2.373755931854248,-1.5758012096098977,-2.8420316297380275
181,2.3897769451141357,-1.5809281627371714,-2.5368558483461463
182,2.405777931213379,-1.5845902721139904,-2.263418348218817
183,2.4217610359191895,-1.5845902721139904,-2.030996473110587
184,2.4377799034118652,-1.5821488658628535,-1.8485013558380494
185,2.45475697517395,-1.5811723033623988,-1.7126370979623395
186,2.4707770347595215,-1.5809281627371714,-1.6413480354291432
187,2.486752986907959,-1.5809281627371714,-1.6229154182330028
188,2.502751111984253,-1.5809281627371714,-1.658559949499601
189,2.5187699794769287,-1.5809281627371714,-1.7464505745405283
190,2.534749984741211,-1.5809281627371714,-1.8852445199176022
191,2.550749063491821,-1.5811723033623988,-2.0759183481315056
192,2.566770076751709,-1.582759217425581,-2.3124906138665544
193,2.5827460289001465,-1.583979920551263,-2.5882474499325205
194,2.598750114440918,-1.5831254283633083,-2.8876859266344006
195,2.6147499084472656,-1.580561951799444,-3.199069473220706
196,2.6307289600372314,-1.5795853892989893,-3.505099746800541
197,2.646733045578003,-1.5799516002367167,-3.791598770371513
198,2.662737131118775,-1.5779984752358072,-4.043918106426563
199,2.6787331104278564,-1.5767777721103524,-4.252170059648424
200,2.694732904434204,-1.5783646861735345,-4.413669083161186
201,2.7117331027984624,-1.5793412486739893,-4.526828262901435
202,2.7277319431304927,-1.5793412486739893,-4.578219864487811
203,2.743736028671264,-1.5783646861735345,-4.574679825423718
204,2.759737014770508,-1.5783646861735345,-4.520236466023481
205,2.775739908218384,-1.5783646861735345,-4.410983536285048
206,2.7917399406433105,-1.5773881236730798,-4.251071426835469
207,2.807735919952392,-1.5771439830480798,-4.044772598614518
208,2.8237369060516357,-1.5767777721103524,-3.800387832875603
209,2.839739084243775,-1.576167420547625,-3.520846817120548
210,2.855736017227173,-1.576167420547625,-3.2275118560463945
211,2.871740102767944,-1.5773881236730798,-2.9268704969650905
212,2.887740135192871,-1.578975037736262,-2.6407376843318495
213,2.903712034225464,-1.5799516002367167,-2.3819486217113415
214,2.919708013534546,-1.580195740861944,-2.160635145045841
215,2.9357531070709233,-1.5793412486739893,-1.9849759652764867
216,2.951745986938476,-1.5773881236730798,-1.8610745980314611
217,2.9677469730377197,-1.5767777721103524,-1.7894193245605372
218,2.9837429523468018,-1.5767777721103524,-1.7698880745514423
219,2.9997410774230957,-1.5771439830480798,-1.803579480817131
220,3.015748977661133,-1.578730897111262,-1.888662488669194
221,3.031747102737427,-1.578730897111262,-2.0240384652946766
222,3.0477030277252197,-1.5773881236730798,-2.205923231004487
223,3.0637431144714355,-1.5777543346108072,-2.432119520172261
224,3.079745054244995,-1.5799516002367167,-2.6928617077936785
225,3.095739126205444,-1.5793412486739893,-2.973257215736691
226,3.111738920211792,-1.5771439830480798,-3.2588839263734464
227,3.127741098403931,-1.5755570689846703,-3.5376925202532767
228,3.1427230834960933,-1.574946717421943,-3.778171035990372
229,3.158725023269653,-1.574946717421943,-4.004855606408373
230,3.174739122390747,-1.5758012096098977,-4.188937637744093
231,3.191726922988892,-1.576533631485125,-4.333835098749123
232,3.2077229022979736,-1.576167420547625,-4.415133926911867
233,3.2237229347229,-1.5758012096098977,-4.446261856613919
234,3.2397339344024663,-1.576167420547625,-4.424045059728461
235,3.2557339668273926,-1.5758012096098977,-4.350802872194354
236,3.271723985671997,-1.5755570689846703,-4.228000137762283
237,3.2877280712127686,-1.5758012096098977,-4.059665176746339
238,3.303734064102173,-1.5755570689846703,-3.848727676648113
239,3.319736957550049,-1.5755570689846703,-3.6051974030973817
240,3.335726976394653,-1.5751908580471703,-3.3387179107857357
241,3.3517329692840585,-1.5758012096098977,-3.0629788954660278
242,3.3677270412445073,-1.5767777721103524,-2.7925931531525627
243,3.3837270736694345,-1.5771439830480798,-2.5399076061600105
244,3.3997280597686768,-1.5773881236730798,-2.319814832619965
245,3.4157040119171143,-1.5779984752358072,-2.1418363169119736
246,3.4317250251770024,-1.5783646861735345,-2.0098783090380827
247,3.447726011276245,-1.5779984752358072,-1.927847058999884
248,3.4637069702148438,-1.5777543346108072,-1.8972074105482868
249,3.4797000885009766,-1.5777543346108072,-1.917471082432609
250,3.495695114135742,-1.5777543346108072,-1.9869290902773962
251,3.5116961002349854,-1.578730897111262,-2.1058255747078753
252,3.5276939868927,-1.578730897111262,-2.268423231033591
253,3.543694019317628,-1.5783646861735345,-2.4738675670665877
254,3.5596990585327157,-1.578730897111262,-2.7109281140520913
255,3.575693130493164,-1.5783646861735345,-2.9682523329219173
256,3.5917069911956796,-1.5773881236730798,-3.232150527923669
257,3.607698917388916,-1.5767777721103524,-3.490573379606449
258,3.623695135116577,-1.576533631485125,-3.728732559404679
259,3.6396989822387686,-1.5771439830480798,-3.936618301689041
260,3.6557021141052246,-1.5777543346108072,-4.104953262704986
261,3.671694040298463,-1.5767777721103524,-4.228000137762283
262,3.6876931190490723,-1.5767777721103524,-4.302829239359571
263,3.703701972961426,-1.5767777721103524,-4.327365372183441
264,3.719701051712036,-1.5771439830480798,-4.301242325296389
265,3.735682964324951,-1.5771439830480798,-4.227267715887055
266,3.7516820430755606,-1.576533631485125,-4.105685684580212
267,3.767678976058961,-1.5751908580471703,-3.941134903253814
268,3.7836859226226816,-1.5758012096098977,-3.7398409578474094
269,3.799678087234497,-1.5758012096098977,-3.509372207740089
270,3.8156731128692627,-1.5758012096098977,-3.260837051374355
271,3.8316800594329825,-1.576167420547625,-3.00694862200238
272,3.8476829528808585,-1.5758012096098977,-2.758901746886874
273,3.8636820316314706,-1.576167420547625,-2.5338040905320547
274,3.8796789646148673,-1.5783646861735345,-2.342397840442924
275,3.8956780433654776,-1.5795853892989893,-2.1898099497469836
276,3.911677122116089,-1.578975037736262,-2.0811673715712793
277,3.9276809692382812,-1.5773881236730798,-2.020620496543085
278,3.9436731338500985,-1.5779984752358072,-2.0098783090380827
279,3.9596750736236572,-1.5795853892989893,-2.0485745981187726
280,3.9756579399108887,-1.5793412486739893,-2.132558973157881
281,3.9916749000549316,-1.578730897111262,-2.2618314341554075
282,4.007668972015381,-1.5795853892989893,-2.433706434235443
283,4.023658037185669,-1.5795853892989893,-2.6376859265179853
284,4.039649963378906,-1.5783646861735345,-2.866201551624396
285,4.0556700229644775,-1.5783646861735345,-3.108999403299901
286,4.071656942367554,-1.578975037736262,-3.3517794342291465
287,4.08764910697937,-1.5771439830480798,-3.5791964265226035
288,4.103668928146362,-1.576167420547625,-3.7831759188051466
289,4.119652032852173,-1.5777543346108072,-3.9568819735735907
290,4.135651111602783,-1.5771439830480798,-4.088473770509754
291,4.151672124862671,-1.5767777721103524,-4.176974747113409
292,4.167654991149902,-1.5767777721103524,-4.216891739319553
293,4.183665037155151,-1.5777543346108072,-4.210788223691825
294,4.199681043624878,-1.5777543346108072,-4.155124161165904
295,4.21566104888916,-1.5773881236730798,-4.056979629870202
296,4.231643915176392,-1.5773881236730798,-3.9162325594919922
297,4.2476439476013175,-1.5779984752358072,-3.738742325034454
298,4.263638973236084,-1.5777543346108072,-3.532809707751004
299,4.2796409130096436,-1.576167420547625,-3.3057589263952734
300,4.2956440448760995,-1.5771439830480798,-3.072134168907848
301,4.311644077301025,-1.5793412486739893,-2.8455716688023465
302,4.3276379108428955,-1.5793412486739893,-2.6312161999525294
303,4.343660116195679,-1.578975037736262,-2.4459134654911274
304,4.35964298248291,-1.5779984752358072,-2.2960111216713237
305,4.375643014907837,-1.578730897111262,-2.188955457559029
306,4.391638994216919,-1.5793412486739893,-2.1257230356546977
307,4.407638072967529,-1.578975037736262,-2.108511121584012
308,4.423640966415405,-1.578975037736262,-2.1384183481606094
309,4.439635992050171,-1.578730897111262,-2.21312537944517
310,4.455626010894775,-1.578730897111262,-2.3305570201249672
311,4.471628904342651,-1.5795853892989893,-2.485830457697272
312,4.4876301288604745,-1.5793412486739893,-2.6718656140339014
313,4.503632068634033,-1.5777543346108072,-2.8823148328818995
314,4.519634962081909,-1.5773881236730798,-3.1052152236108093
315,4.5356340408325195,-1.5779984752358072,-3.328708145155961
316,4.551599979400636,-1.5773881236730798,-3.5376925202532767
317,4.567611932754517,-1.576167420547625,-3.727511856279226
318,4.5836710929870605,-1.576167420547625,-3.885959121977894
319,4.599611043930054,-1.576533631485125,-4.00717494234701
320,4.615610122680664,-1.5755570689846703,-4.084933731445663
321,4.63161301612854,-1.5755570689846703,-4.122165176775442
322,4.647618055343628,-1.5771439830480798,-4.111789200208168
323,4.663623094558716,-1.5773881236730798,-4.0585665439333845
324,4.6796181201934814,-1.5773881236730798,-3.962985489201319
325,4.695625066757202,-1.5755570689846703,-3.82724330163811
326,4.711620092391968,-1.5758012096098977,-3.659640762497621
327,4.7276179790496835,-1.5767777721103524,-3.4679903717832623
328,4.743618011474609,-1.576533631485125,-3.2585177154359464
329,4.759623050689697,-1.576533631485125,-3.0430814345192054
330,4.7755959033966064,-1.5783646861735345,-2.8371488172357537
331,4.791597127914429,-1.5783646861735345,-2.6453763562091233
332,4.8076090812683105,-1.5767777721103524,-2.4774076061309067
333,4.823610067367554,-1.5767777721103524,-2.347036512320198
334,4.839601993560791,-1.578975037736262,-2.2580472544660886
335,4.855592966079712,-1.5795853892989893,-2.208608777880624
336,4.871592044830322,-1.5777543346108072,-2.2032376841281227
337,4.887584924697876,-1.5773881236730798,-2.2415677622710852
338,4.9035871028900155,-1.578975037736262,-2.323599012309284
339,4.919590950012207,-1.578730897111262,-2.442495496739536
340,4.935593128204346,-1.578975037736262,-2.5970365124366133
341,4.951591968536377,-1.5809281627371714,-2.7768460828327868
342,4.967592000961304,-1.5795853892989893,-2.974355848549873
343,4.983555078506471,-1.5777543346108072,-3.1775850982107023
344,4.999553918838501,-1.5783646861735345,-3.380099746742336
345,5.015553951263428,-1.5779984752358072,-3.566501114016692
346,5.0315489768981925,-1.5771439830480798,-3.7301974031555893
347,5.047550916671753,-1.5771439830480798,-3.864108536030389
348,5.063538074493408,-1.5779984752358072,-3.961520645450638
349,5.07953405380249,-1.5783646861735345,-4.018283340789739
350,5.0955400466918945,-1.5777543346108072,-4.033175918921561
351,5.111536026000977,-1.5777543346108072,-4.00717494234701
352,5.127542972564697,-1.5777543346108072,-3.939670059502906
353,5.1435370445251465,-1.5777543346108072,-3.8349337313292473
354,5.159541130065918,-1.5777543346108072,-3.696139785952174
355,5.175534009933472,-1.5779984752358072,-3.5308565827500926
356,5.191535949707031,-1.5771439830480798,-3.3440890045382368
357,5.20753812789917,-1.5767777721103524,-3.1488985747597864
358,5.2235350608825675,-1.5777543346108072,-2.9564115126039603
359,5.2395339012146,-1.5783646861735345,-2.7714749890802857
360,5.255541086196899,-1.5793412486739893,-2.608511121816843
361,5.2715399265289316,-1.5799516002367167,-2.4731351451913604
362,5.287537097930908,-1.5799516002367167,-2.372305067019294
363,5.30353307723999,-1.5795853892989893,-2.3109036998033723
364,5.319535970687866,-1.5795853892989893,-2.289419324793368
365,5.335529088973999,-1.5795853892989893,-2.30943885605269
366,5.351521968841553,-1.578975037736262,-2.3653470592036108
367,5.367525100708008,-1.5793412486739893,-2.462392957686358
368,5.3835060596466064,-1.5795853892989893,-2.591665418684112
369,5.3995070457458505,-1.5795853892989893,-2.747305067193917
370,5.414506912231445,-1.5799516002367167,-2.913076551646224
371,5.430519104003906,-1.580561951799444,-3.0989896376703534
372,5.446515083312988,-1.580561951799444,-3.284640762322997
373,5.462512969970703,-1.5795853892989893,-3.4613985749053073
374,5.478511095046997,-1.580195740861944,-3.6205782624794303
375,5.494508981704712,-1.580195740861944,-3.7543673250417307
376,5.510507106781007,-1.5793412486739893,-3.855685684463797
377,5.5265119075775155,-1.580195740861944,-3.922336075119947
378,5.542509078979491,-1.580561951799444,-3.9491915438824527
379,5.557516098022462,-1.5793412486739893,-3.938083145439723
380,5.57452392578125,-1.578730897111262,-3.8863253329156207
381,5.5905139446258545,-1.5799516002367167,-3.800876114125831
382,5.60649299621582,-1.5795853892989893,-3.6823458406333067
383,5.622513055801392,-1.578730897111262,-3.5369600983780494
384,5.6385130882263175,-1.578975037736262,-3.373630020176879
385,5.654494047164917,-1.578975037736262,-3.1968722075945717
386,5.670491933822632,-1.578975037736262,-3.0185453016953367
387,5.686492919921875,-1.5793412486739893,-2.846670301615301
388,5.702491044998169,-1.5793412486739893,-2.6940824109193606
389,5.718490123748779,-1.578975037736262,-2.562856824920697
390,5.734493017196655,-1.5799516002367167,-2.4636136608120403
391,5.750486135482788,-1.5793412486739893,-2.397939832656345
392,5.766511917114258,-1.5793412486739893,-2.3703519420183845
393,5.782489061355592,-1.5793412486739893,-2.383047254524296
394,5.798487901687622,-1.5799516002367167,-2.429800184233624
395,5.8144850730896,-1.5799516002367167,-2.511953504584323
396,5.830507040023804,-1.5799516002367167,-2.624624403074346
397,5.846488952636719,-1.580195740861944,-2.76500526251483
398,5.862492084503174,-1.5795853892989893,-2.9199124891494073
399,5.878484010696411,-1.5793412486739893,-3.087881239227624
400,5.894484043121338,-1.578975037736262,-3.2574190826227643
401,5.910483121871948,-1.5783646861735345,-3.419650528010979
402,5.926461935043335,-1.5783646861735345,-3.565402481203736
403,5.94246506690979,-1.5783646861735345,-3.688449356261035
404,5.958461999893188,-1.5783646861735345,-3.7831759188051466
405,5.9744699001312265,-1.5779984752358072,-3.844577286021295
406,5.9904680252075195,-1.5783646861735345,-3.869845840720618
407,6.006468057632446,-1.5783646861735345,-3.859469864153117
408,6.022468090057373,-1.5783646861735345,-3.8146700594446967
409,6.038469076156616,-1.5783646861735345,-3.735568496907862
410,6.054466962814332,-1.5779984752358072,-3.6275362702951126
411,6.070471048355102,-1.5777543346108072,-3.495944473358951
412,6.086472988128661,-1.5779984752358072,-3.3460421295391463
413,6.10247802734375,-1.5783646861735345,-3.18722865290275
414,6.118468999862672,-1.5783646861735345,-3.0257474501362474
415,6.134469032287598,-1.5783646861735345,-2.87084022350167
416,6.1504719257354745,-1.5777543346108072,-2.731680067186641
417,6.166470050811768,-1.578730897111262,-2.616567762445708
418,6.182470083236694,-1.5793412486739893,-2.527578504591599
419,6.198451042175293,-1.5783646861735345,-2.470083387377496
420,6.214447975158691,-1.578730897111262,-2.448965223305219
421,6.230436086654663,-1.578975037736262,-2.460928113935676
422,6.246448993682861,-1.578975037736262,-2.5084134655202313
423,6.262439966201781,-1.578975037736262,-2.586294324931611
424,6.27844500541687,-1.578975037736262,-2.692129285918451
425,6.295437097549438,-1.578975037736262,-2.826772840668479
426,6.311448097229004,-1.578730897111262,-2.970937879798054
427,6.328438997268677,-1.5783646861735345,-3.1342679579992243
428,6.344443082809448,-1.578730897111262,-3.2853731841982237
429,6.359439134597778,-1.5783646861735345,-3.420382949886206
430,6.375441074371338,-1.5783646861735345,-3.5489229890085063
431,6.391443014144897,-1.5779984752358072,-3.6535372468696643
432,6.4074389934539795,-1.5777543346108072,-3.732150528156499
433,6.423440933227539,-1.5779984752358072,-3.779757950053554
434,6.439429998397826,-1.5777543346108072,-3.795016739123102
435,6.455424070358276,-1.5767777721103524,-3.775851700051736
436,6.471424102783203,-1.5779984752358072,-3.728732559404679
437,6.4874300956726065,-1.578730897111262,-3.650485489055801
438,6.503427982330321,-1.5779984752358072,-3.546603653070097
439,6.519424915313722,-1.5783646861735345,-3.42196986394939
440,6.535424947738647,-1.5779984752358072,-3.28390834044777
441,6.551427125930786,-1.5779984752358072,-3.139272840813998
442,6.567426919937134,-1.5793412486739893,-2.9947415907466954
443,6.5834200382232675,-1.578730897111262,-2.86168495005985
444,6.599426031112672,-1.578730897111262,-2.7419339734416432
445,6.615427017211914,-1.5799516002367167,-2.645010145271396
446,6.631424903869629,-1.5799516002367167,-2.5728665905502446
447,6.647423028945923,-1.578975037736262,-2.5306302624056904
448,6.663418054580688,-1.5795853892989893,-2.5230619030270525
449,6.6794209480285645,-1.5793412486739893,-2.5449124889747843
450,6.695420026779176,-1.5783646861735345,-2.596670301498886
451,6.7114009857177725,-1.578975037736262,-2.6756497937232204
452,6.727401971817016,-1.578975037736262,-2.778432996895969
453,6.743403911590576,-1.578975037736262,-2.8992826063273576
454,6.759421110153198,-1.5779984752358072,-3.032339247014203
455,6.775396108627319,-1.578975037736262,-3.1700167388320635
456,6.791398048400879,-1.5783646861735345,-3.3057589263952734
457,6.807399034500122,-1.578730897111262,-3.430392715515982
458,6.823410987854004,-1.578975037736262,-3.5385470124412324
459,6.839399099349975,-1.5779984752358072,-3.6252169343564775
460,6.855417013168335,-1.5779984752358072,-3.6850313875094427
461,6.871402978897096,-1.5779984752358072,-3.7190890047128597
462,6.887409925460815,-1.5779984752358072,-3.722262832839225
463,6.903402090072632,-1.5779984752358072,-3.694919082826492
464,6.919399976730347,-1.5779984752358072,-3.639743301550798
465,6.935409069061279,-1.5779984752358072,-3.5611300202641907
466,6.951410055160522,-1.5779984752358072,-3.4602999420923517
467,6.967409133911133,-1.5779984752358072,-3.3440890045382368
468,6.983402967453003,-1.578730897111262,-3.217502090416848
469,6.999383926391602,-1.5767777721103524,-3.086782606414669
470,7.01539397239685,-1.5767777721103524,-2.961294325106234
471,7.031378030776977,-1.5777543346108072,-2.845205457864619
472,7.047378063201904,-1.5779984752358072,-2.7462064343809622
473,7.063380002975464,-1.5783646861735345,-2.6702786999707193
474,7.079380035400391,-1.5779984752358072,-2.6185208874466177
475,7.0953800678253165,-1.578730897111262,-2.5950833874357038
476,7.1113691329956055,-1.578730897111262,-2.5986234264997954
477,7.127373933792114,-1.5779984752358072,-2.6299954968268473
478,7.1433749198913565,-1.5777543346108072,-2.689443739042087
479,7.158379077911377,-1.5773881236730798,-2.765371473452557
480,7.174372911453247,-1.5777543346108072,-2.863149793810532
481,7.190385103225708,-1.5771439830480798,-2.9752103407376005
482,7.206375122070312,-1.5773881236730798,-3.095937879856262
483,7.2223849296569815,-1.5777543346108072,-3.217502090416848
484,7.238377094268799,-1.5777543346108072,-3.3349337310964167
485,7.254377126693725,-1.5773881236730798,-3.4395479889575746
486,7.270358085632324,-1.5771439830480798,-3.5285372468114566
487,7.286371946334839,-1.5767777721103524,-3.595675918717834
488,7.302371978759765,-1.5773881236730798,-3.6390108796755714
489,7.318356037139893,-1.5773881236730798,-3.655856582808302
490,7.3343610763549805,-1.576533631485125,-3.6458468171787537
491,7.350358009338379,-1.5777543346108072,-3.6102022859121554
492,7.366379022598266,-1.5771439830480798,-3.551120254634643
493,7.382367134094238,-1.5771439830480798,-3.4721407624103087
494,7.398358106613159,-1.5771439830480798,-3.376681777990971
495,7.414382934570312,-1.5771439830480798,-3.266208145126857
496,7.430361986160278,-1.5773881236730798,-3.153903457574562
497,7.446357011795044,-1.5771439830480798,-3.0391751845173864
498,7.462382078170776,-1.5779984752358072,-2.9333402235307737
499,7.4783780574798575,-1.578730897111262,-2.8378812391112085
500,7.4943599700927725,-1.5783646861735345,-2.758535535949374
501,7.510356903076172,-1.5779984752358072,-2.6994535046716344
