,t,rotorPhi,pendulumPhi
502,7.526366949081423,-1.5777543346108072,-2.6664945202814003
503,7.542323112487793,-1.5773881236730798,-2.658437879652535
504,7.558366060256958,-1.5767777721103524,-2.673696668722311
505,7.5743601322174055,-1.576533631485125,-2.71666541874232
506,7.590378046035767,-1.5771439830480798,-2.778432996895969
507,7.606363058090208,-1.5771439830480798,-2.860830457871895
508,7.622361898422241,-1.5771439830480798,-2.9555570204160055
509,7.638364076614378,-1.5767777721103524,-3.059560926714436
510,7.65436100959778,-1.5767777721103524,-3.1661104888302463
511,7.670361042022705,-1.576167420547625,-3.2719454498170855
512,7.686377048492432,-1.5758012096098977,-3.367892715486878
513,7.702359914779663,-1.576533631485125,-3.4537081452141685
514,7.718358993530272,-1.576533631485125,-3.520846817120548
515,7.73436212539673,-1.5758012096098977,-3.5657686921414635
516,7.750360965728758,-1.576533631485125,-3.5899386140276066
517,7.766369104385378,-1.576533631485125,-3.5895724030901066
518,7.782368898391724,-1.5755570689846703,-3.5649141999535097
519,7.7983479499816895,-1.5755570689846703,-3.5204806061828178
520,7.814347028732298,-1.5755570689846703,-3.456393692090532
521,7.830353021621704,-1.5755570689846703,-3.376681777990971
522,7.846347093582153,-1.574946717421943,-3.28390834044777
523,7.862353086471558,-1.5751908580471703,-3.186130020089567
524,7.878353118896484,-1.5758012096098977,-3.0864163954769417
525,7.894357919692993,-1.574946717421943,-2.9890042860566943
526,7.910351037979128,-1.5758012096098977,-2.902334364141222
527,7.926345109939575,-1.5771439830480798,-2.8290921766071158
528,7.942358970642088,-1.5767777721103524,-2.7711087781425583
529,7.958348035812378,-1.576533631485125,-2.737783582814597
530,7.974354982376099,-1.576533631485125,-2.7216703015570936
531,7.990346908569338,-1.5767777721103524,-2.7320462781243684
532,8.00635504722595,-1.5767777721103524,-2.762685926576193
533,8.02234196662903,-1.5773881236730798,-2.8117581922239303
534,8.038345098495482,-1.5771439830480798,-2.8758451063164436
535,8.054340124130249,-1.576167420547625,-2.9555570204160055
536,8.07031798362732,-1.5767777721103524,-3.0422269423312507
537,8.086327075958252,-1.5771439830480798,-3.136953504875361
538,8.102318048477173,-1.5767777721103524,-3.229464981047304
539,8.118331909179686,-1.5758012096098977,-3.312961074836185
540,8.13432502746582,-1.5755570689846703,-3.388522598308927
541,8.150321960449219,-1.574946717421943,-3.4526095124012137
542,8.166319131851196,-1.5751908580471703,-3.4978975983598604
543,8.182313919067383,-1.5742142955467155,-3.522067520246001
544,8.198321104049683,-1.5745805064842155,-3.527438613998502
545,8.21432304382324,-1.5745805064842155,-3.512057754616454
546,8.230329036712646,-1.5745805064842155,-3.4782442780382636
547,8.246325969696045,-1.5742142955467155,-3.4273409577018903
548,8.262331008911133,-1.5739701549214882,-3.3598360748580127
549,8.27833104133606,-1.5745805064842155,-3.284640762322997
550,8.294318914413452,-1.5745805064842155,-3.201388809159117
551,8.31032109260559,-1.5745805064842155,-3.114370497052402
552,8.326321125030516,-1.574946717421943,-3.033071668889658
553,8.34231996536255,-1.5758012096098977,-2.9564115126039603
554,8.358320951461792,-1.576533631485125,-2.890371473510765
555,8.374318122863768,-1.576533631485125,-2.8386136609866632
556,8.390320062637329,-1.5758012096098977,-2.800649793781428
557,8.4062979221344,-1.5755570689846703,-2.787588270337789
558,8.422293901443481,-1.576533631485125,-2.7911283094018806
559,8.438292026519774,-1.5755570689846703,-2.8117581922239303
560,8.454296112060545,-1.5755570689846703,-2.847891004740756
561,8.470293045043947,-1.576167420547625,-2.902334364141222
562,8.486294984817505,-1.5758012096098977,-2.9671537001089625
563,8.502300024032593,-1.576167420547625,-3.0414945204560233
564,8.518297910690306,-1.5771439830480798,-3.1201078017426305
565,8.534300088882446,-1.5758012096098977,-3.199557754470934
566,8.550292968749998,-1.574946717421943,-3.2731661529427676
567,8.566293954849243,-1.5751908580471703,-3.3383516998480083
568,8.582298994064331,-1.574946717421943,-3.3951143951868836
569,8.59829592704773,-1.574946717421943,-3.436130020205983
570,8.614294052124022,-1.574946717421943,-3.4602999420923517
571,8.630283117294312,-1.5742142955467155,-3.4667696686578076
572,8.64628005027771,-1.574946717421943,-3.457980606153715
573,8.6623010635376,-1.5751908580471703,-3.4314913483289375
574,8.678291082382202,-1.5742142955467155,-3.3893770904968825
575,8.694276094436646,-1.5745805064842155,-3.335299942034143
576,8.710289001464842,-1.5745805064842155,-3.2731661529427676
577,8.726288080215456,-1.5742142955467155,-3.2040743560354805
578,8.742280960083006,-1.5742142955467155,-3.1315824111230874
579,8.758275985717772,-1.5745805064842155,-3.060659559527391
580,8.77427911758423,-1.5742142955467155,-2.9931546766835133
581,8.790277004241942,-1.5745805064842155,-2.93797889540782
582,8.806287050247192,-1.574946717421943,-2.8923245985116743
583,8.822274923324585,-1.574946717421943,-2.8627835828728045
584,8.83827495574951,-1.5758012096098977,-2.8455716688023465
585,8.854273080825806,-1.5755570689846703,-2.8455716688023465
586,8.870264053344728,-1.5751908580471703,-2.8643704969359867
587,8.886269092559816,-1.576533631485125,-2.894277723512584
588,8.902277946472166,-1.5758012096098977,-2.9387113172830475
589,8.918251037597654,-1.574946717421943,-2.990102918869649
590,8.934268951416014,-1.5758012096098977,-3.051870497023298
591,8.950273036956785,-1.5755570689846703,-3.1154691298653567
592,8.966246128082274,-1.574946717421943,-3.181857559150022
593,8.98226308822632,-1.5755570689846703,-3.243625137303898
594,8.998268127441408,-1.5758012096098977,-3.3014864654559553
595,9.014254093170168,-1.5751908580471703,-3.347140762352102
596,9.030247926712036,-1.5758012096098977,-3.3827852936186993
597,9.046267032623293,-1.5758012096098977,-3.4050020905041576
598,9.06227397918701,-1.574946717421943,-3.409640762381204
599,9.078254938125612,-1.574946717421943,-3.403537246753249
600,9.094260931015015,-1.5751908580471703,-3.3816866608057445
601,9.110279083251951,-1.5745805064842155,-3.348727676415283
602,9.126284122467043,-1.5758012096098977,-3.306491348270729
603,9.142273902893068,-1.5758012096098977,-3.2550997466841256
604,9.15826201438904,-1.5739701549214882,-3.194552871655933
605,9.174255132675171,-1.5739701549214882,-3.136953504875361
606,9.190253019332886,-1.5767777721103524,-3.0821439345373953
607,9.206259012222292,-1.5777543346108072,-3.027700575137157
608,9.222232103347778,-1.5771439830480798,-2.9800931532398742
609,9.238235950469972,-1.5773881236730798,-2.941763075097139
610,9.254230022430418,-1.576533631485125,-2.9149076063346335
611,9.270234107971193,-1.576167420547625,-2.901113661015767
612,9.286229133605955,-1.576533631485125,-2.901479871953267
613,9.30223298072815,-1.576533631485125,-2.9149076063346335
614,9.318228960037231,-1.5758012096098977,-2.939077528220775
615,9.33422899246216,-1.5758012096098977,-2.971670301673509
616,9.350227117538452,-1.5751908580471703,-3.015005262631245
617,9.366225004196167,-1.574946717421943,-3.0640775282789825
618,9.382226943969728,-1.574946717421943,-3.1151029189278567
619,9.398224115371702,-1.5751908580471703,-3.169528457581836
620,9.414223909378052,-1.5751908580471703,-3.2205538482307112
621,9.430229902267456,-1.5739701549214882,-3.263522598250721
622,9.44620990753174,-1.5733598033587608,-3.3049044342073195
623,9.462187051773071,-1.5755570689846703,-3.334079238908462
624,9.478174924850462,-1.574946717421943,-3.3528780670423295
625,9.494206905364992,-1.5751908580471703,-3.3582491607948306
